Club,Abbreviation,Gross_PW_GBP,Gross_PY_GBP,Adj_Gross_GBP,Keeper_GBP,Defense_GBP,Midfield_GBP,Forward_GBP,Season,League
QPR,QPR,785981.0,40871000.0,52771625.0,312000.0,11528000.0,10792000.0,18239000.0,2013-2014,Championship
Nottingham Forest,NTG,385654.0,20054000.0,25893228.0,811000.0,6681000.0,6755000.0,5807000.0,2013-2014,Championship
Reading,RDG,353077.0,18360000.0,23705974.0,1079000.0,6783400.0,4171800.0,6325800.0,2013-2014,Championship
Wigan,WIG,338404.0,17597000.0,22720810.0,2387000.0,6219000.0,5039000.0,3952000.0,2013-2014,Championship
Blackburn,BBR,335146.0,17427600.0,22502084.0,806000.0,3296800.0,6128000.0,7196800.0,2013-2014,Championship
Leicester,LEI,330900.0,17206800.0,22216993.0,1238000.0,5854800.0,4914000.0,5200000.0,2013-2014,Championship
Bolton,BOL,313342.0,16293800.0,21038152.0,910000.0,4970800.0,7345000.0,3068000.0,2013-2014,Championship
Leeds,LEE,220842.0,11483800.0,14827599.0,1076000.0,4004000.0,2408000.0,3995800.0,2013-2014,Championship
Middlesbrough,MID,219096.0,11393000.0,14710360.0,292000.0,4009400.0,3773600.0,3318000.0,2013-2014,Championship
Watford,WAT,217985.0,11335200.0,14635729.0,884000.0,3486400.0,5368000.0,1596800.0,2013-2014,Championship
Millwall,MLW,188800.0,9817600.0,12676244.0,390000.0,2444000.0,3062800.0,3920800.0,2013-2014,Championship
Derby County,DRB,175427.0,9122200.0,11778356.0,685000.0,4032800.0,1788800.0,2615600.0,2013-2014,Championship
Sheffield Wednesday,SHW,162108.0,8429600.0,10884093.0,676000.0,2470000.0,1755000.0,3528600.0,2013-2014,Championship
Birmingham,BIR,161981.0,8423000.0,10875568.0,540800.0,1669800.0,2291600.0,3920800.0,2013-2014,Championship
Brighton,BHA,159515.0,8294800.0,10710041.0,644800.0,2382000.0,2974000.0,2294000.0,2013-2014,Championship
Barnsley,BRS,146435.0,7614600.0,9831784.0,733000.0,2194800.0,2210000.0,2476800.0,2013-2014,Championship
Charlton,CHA,142500.0,7410000.0,9567611.0,333000.0,2278000.0,1986000.0,2813000.0,2013-2014,Championship
Ipswich Town,IPS,138654.0,7210000.0,9309374.0,540800.0,2308800.0,2311400.0,2049000.0,2013-2014,Championship
Huddersfield,HDD,135035.0,7021800.0,9066377.0,452000.0,2181000.0,1554800.0,2834000.0,2013-2014,Championship
Blackpool,BLK,130096.0,6765000.0,8734801.0,437000.0,1970800.0,1502400.0,2854800.0,2013-2014,Championship
Burnley,RNL,128196.0,6666200.0,8607232.0,447000.0,1944800.0,1783600.0,2490800.0,2013-2014,Championship
Bournemouth,BOU,106542.0,5540200.0,7153367.0,644800.0,1638000.0,1733800.0,1523600.0,2013-2014,Championship
Doncaster,DON,106388.0,5532200.0,7143039.0,260000.0,1793800.0,1299600.0,2178800.0,2013-2014,Championship
Yeovil,YEO,65515.0,3406800.0,4398778.0,208000.0,1258800.0,760000.0,1180000.0,2013-2014,Championship
Cardiff,CDF,424365.0,22067000.0,28387882.0,2621000.0,6186000.0,4394000.0,8866000.0,2014-2015,Championship
Norwich,NOR,402358.0,20922600.0,26915677.0,2262000.0,9193800.0,4627800.0,4839000.0,2014-2015,Championship
Nottingham Forest,NTG,370892.0,19286400.0,24810805.0,1258000.0,7826000.0,4934800.0,5267600.0,2014-2015,Championship
Derby County,DRB,362823.0,18866800.0,24271017.0,567000.0,5609000.0,3232000.0,9458800.0,2014-2015,Championship
Brighton,BHA,347492.0,18069600.0,23245467.0,2392000.0,3455000.0,4417600.0,7805000.0,2014-2015,Championship
Reading,RDG,325985.0,16951200.0,21806713.0,871000.0,5516400.0,4926800.0,5637000.0,2014-2015,Championship
Fulham,FUL,317069.0,16487600.0,21210317.0,592800.0,5600000.0,6286800.0,4008000.0,2014-2015,Championship
Blackburn,BBR,303588.0,15786600.0,20308520.0,780000.0,4528800.0,4326000.0,6151800.0,2014-2015,Championship
Watford,WAT,292877.0,15229600.0,19591974.0,832000.0,6872800.0,4364800.0,3160000.0,2014-2015,Championship
Wigan,WIG,292296.0,15199400.0,19553124.0,2158000.0,5382000.0,3765000.0,3894400.0,2014-2015,Championship
Bolton,BOL,280492.0,14585600.0,18763504.0,998000.0,4440800.0,5149800.0,3997000.0,2014-2015,Championship
Middlesbrough,MID,261850.0,13616200.0,17516434.0,449000.0,7306800.0,2635800.0,3224600.0,2014-2015,Championship
Wolverhampton,WLV,229250.0,11921000.0,15335659.0,1170000.0,2964000.0,1937000.0,5850000.0,2014-2015,Championship
Leeds,LEE,201669.0,10486800.0,13490647.0,504000.0,3793000.0,3008800.0,3181000.0,2014-2015,Championship
Bournemouth,BOU,200104.0,10405400.0,13385928.0,2210000.0,2106000.0,2069800.0,4019600.0,2014-2015,Championship
Sheffield Wednesday,SHW,184700.0,9604400.0,12355490.0,1393600.0,2711800.0,3081000.0,2418000.0,2014-2015,Championship
Huddersfield,HDD,178104.0,9261400.0,11914238.0,629000.0,3146400.0,1794000.0,3692000.0,2014-2015,Championship
Ipswich Town,IPS,169004.0,8788200.0,11305496.0,748800.0,2043600.0,2667800.0,3328000.0,2014-2015,Championship
Millwall,MLW,158096.0,8221000.0,10575826.0,748800.0,3452800.0,2854800.0,1164600.0,2014-2015,Championship
Rotherham,ROT,154204.0,8018600.0,10315455.0,488800.0,2439000.0,1170000.0,3920800.0,2014-2015,Championship
Charlton,CHA,137188.0,7133800.0,9177207.0,686000.0,2116800.0,2832000.0,1499000.0,2014-2015,Championship
Birmingham,BIR,133900.0,6962800.0,8957231.0,571800.0,2564000.0,2496000.0,1331000.0,2014-2015,Championship
Brentford,BTD,101265.0,5265800.0,6774142.0,364000.0,1716000.0,1918800.0,1267000.0,2014-2015,Championship
Blackpool,BLK,100931.0,5248400.0,6751759.0,457600.0,1290600.0,1617600.0,1882600.0,2014-2015,Championship
Middlesbrough,MID,455423.0,23682000.0,30161335.0,1276000.0,7681000.0,6416000.0,8309000.0,2015-2016,Championship
Fulham,FUL,420346.0,21858000.0,27838291.0,1664000.0,7273000.0,10285000.0,2636000.0,2015-2016,Championship
Cardiff,CDF,387865.0,20169000.0,25687188.0,2730000.0,4752000.0,4847000.0,7840000.0,2015-2016,Championship
Derby County,DRB,372396.0,19364600.0,24662710.0,1455000.0,6516000.0,5579800.0,5813800.0,2015-2016,Championship
QPR,QPR,338627.0,17608600.0,22426268.0,743600.0,8096000.0,4005000.0,4764000.0,2015-2016,Championship
Sheffield Wednesday,SHW,327919.0,17051800.0,21717127.0,1498000.0,5121000.0,4367000.0,6065800.0,2015-2016,Championship
Hull City,HUL,316304.0,16447800.0,20947877.0,1175000.0,5886800.0,5044000.0,4342000.0,2015-2016,Championship
Nottingham Forest,NTG,312835.0,16267400.0,20718124.0,498800.0,5517800.0,5439000.0,4811800.0,2015-2016,Championship
Blackburn,BBR,310996.0,16171800.0,20596366.0,806000.0,4216800.0,5122000.0,6027000.0,2015-2016,Championship
Brighton,BHA,308538.0,16044000.0,20433596.0,1612000.0,3229000.0,5382000.0,5821000.0,2015-2016,Championship
Reading,RDG,301081.0,15656200.0,19939697.0,1175000.0,4606800.0,2001600.0,7872800.0,2015-2016,Championship
Burnley,RNL,300115.0,15606000.0,19875763.0,1482000.0,4446000.0,3958000.0,5720000.0,2015-2016,Championship
Wolverhampton,WLV,297919.0,15491800.0,19730319.0,1534000.0,5780000.0,3247000.0,4930800.0,2015-2016,Championship
Charlton,CHA,217365.0,11303000.0,14395473.0,494000.0,5123000.0,2673000.0,3013000.0,2015-2016,Championship
Huddersfield,HDD,204265.0,10621800.0,13527898.0,1482000.0,2621000.0,2022800.0,4496000.0,2015-2016,Championship
Bolton,BOL,196258.0,10205400.0,12997570.0,676000.0,2542800.0,3341000.0,3645600.0,2015-2016,Championship
Leeds,LEE,194823.0,10130800.0,12902559.0,635000.0,1862000.0,4076800.0,3557000.0,2015-2016,Championship
Bristol,BRI,187638.0,9757200.0,12426747.0,670800.0,4778800.0,1769600.0,2538000.0,2015-2016,Championship
Birmingham,BIR,164877.0,8573600.0,10919314.0,592800.0,2668000.0,2444800.0,2868000.0,2015-2016,Championship
Ipswich Town,IPS,163896.0,8522600.0,10854363.0,637000.0,1965000.0,2748600.0,3172000.0,2015-2016,Championship
Preston,PRE,163554.0,8504800.0,10831689.0,3315000.0,1463800.0,1737000.0,1989000.0,2015-2016,Championship
Brentford,BTD,153073.0,7959800.0,10137581.0,338000.0,2613000.0,2542800.0,2466000.0,2015-2016,Championship
Rotherham,ROT,138700.0,7212400.0,9185692.0,406000.0,2838800.0,2236000.0,1731600.0,2015-2016,Championship
Milton Keynes,MKY,116288.0,6047000.0,7701444.0,280800.0,2136400.0,1887800.0,1742000.0,2015-2016,Championship
Newcastle,NEW,716000.0,37232000.0,46235974.0,3900000.0,10868000.0,10660000.0,11804000.0,2016-2017,Championship
Aston Villa,AVA,662096.0,34429000.0,42755113.0,2262000.0,13426000.0,11570000.0,7171000.0,2016-2017,Championship
Sheffield Wednesday,SHW,534242.0,27780600.0,34498905.0,1732000.0,4794000.0,9094800.0,12159800.0,2016-2017,Championship
Norwich,NOR,485958.0,25269800.0,31380907.0,2496000.0,8087000.0,6136000.0,8550800.0,2016-2017,Championship
Derby County,DRB,415750.0,21619000.0,26847218.0,1118000.0,4545000.0,7121000.0,8835000.0,2016-2017,Championship
Nottingham Forest,NTG,402669.0,20938800.0,26002523.0,863000.0,5454000.0,6538800.0,8083000.0,2016-2017,Championship
Reading,RDG,367481.0,19109000.0,23730214.0,1375000.0,7168000.0,4361000.0,6205000.0,2016-2017,Championship
Wolverhampton,WLV,358862.0,18660800.0,23173624.0,1240000.0,7238000.0,3507800.0,6675000.0,2016-2017,Championship
QPR,QPR,321788.0,16733000.0,20779614.0,962000.0,7150000.0,5475000.0,3146000.0,2016-2017,Championship
Fulham,FUL,293492.0,15261600.0,18952379.0,728000.0,5641000.0,5352600.0,3540000.0,2016-2017,Championship
Brighton,BHA,286315.0,14888400.0,18488927.0,1664000.0,4935600.0,3504800.0,4784000.0,2016-2017,Championship
Cardiff,CDF,276054.0,14354800.0,17826283.0,1482000.0,3565000.0,3848000.0,5459800.0,2016-2017,Championship
Blackburn,BBR,263908.0,13723200.0,17041941.0,592800.0,4950600.0,3972800.0,4207000.0,2016-2017,Championship
Bristol,BRI,256588.0,13342600.0,16569300.0,1294000.0,3863800.0,3224000.0,4960800.0,2016-2017,Championship
Wigan,WIG,209688.0,10903800.0,13540711.0,977600.0,3244800.0,2968800.0,3712600.0,2016-2017,Championship
Leeds,LEE,205365.0,10679000.0,13261548.0,624000.0,2656000.0,3526000.0,3873000.0,2016-2017,Championship
Ipswich Town,IPS,203196.0,10566200.0,13121468.0,754000.0,2490800.0,3530600.0,3790800.0,2016-2017,Championship
Preston,PRE,183015.0,9516800.0,11818287.0,540800.0,3198000.0,1898000.0,3880000.0,2016-2017,Championship
Huddersfield,HDD,180212.0,9371000.0,11637229.0,1154000.0,1960000.0,3393000.0,2864000.0,2016-2017,Championship
Brentford,BTD,175531.0,9127600.0,11334970.0,488800.0,2662800.0,2522000.0,3454000.0,2016-2017,Championship
Birmingham,BIR,165358.0,8598600.0,10678036.0,592800.0,1544800.0,2987000.0,3474000.0,2016-2017,Championship
Barnsley,BRS,155681.0,8095400.0,10053147.0,322000.0,1278600.0,3910800.0,2584000.0,2016-2017,Championship
Rotherham,ROT,147400.0,7664800.0,9518410.0,847600.0,2615600.0,2600000.0,1601600.0,2016-2017,Championship
Burton,BUR,89785.0,4668800.0,5797876.0,161000.0,1123000.0,1242800.0,2142000.0,2016-2017,Championship
Aston Villa,AVA,787915.0,40971600.0,49739491.0,2262000.0,15210800.0,12526800.0,10972000.0,2017-2018,Championship
Middlesbrough,MID,581073.0,30215800.0,36681960.0,1719800.0,7670000.0,9646000.0,11180000.0,2017-2018,Championship
Derby County,DRB,493492.0,25661600.0,31153162.0,1232000.0,6520800.0,9094800.0,8814000.0,2017-2018,Championship
Sheffield Wednesday,SHW,471385.0,24512000.0,29757550.0,1872000.0,5283000.0,7932000.0,9425000.0,2017-2018,Championship
Sunderland,SUN,465800.0,24221600.0,29405003.0,1196000.0,8205600.0,9646000.0,5174000.0,2017-2018,Championship
Wolverhampton,WLV,450385.0,23420000.0,28431864.0,2280000.0,7635000.0,4758000.0,8747000.0,2017-2018,Championship
Norwich,NOR,408269.0,21230000.0,25773201.0,1092000.0,5793000.0,7221000.0,7124000.0,2017-2018,Championship
Nottingham Forest,NTG,394173.0,20497000.0,24883344.0,1898000.0,5711000.0,6539000.0,6349000.0,2017-2018,Championship
Reading,RDG,362588.0,18854600.0,22889469.0,1222000.0,6837800.0,5517000.0,5277800.0,2017-2018,Championship
Hull City,HUL,354492.0,18433600.0,22378378.0,1533800.0,5169800.0,5901000.0,5829000.0,2017-2018,Championship
Leeds,LEE,330262.0,17173600.0,20848739.0,962000.0,4878000.0,6841000.0,4492600.0,2017-2018,Championship
Fulham,FUL,327015.0,17004800.0,20643816.0,1009000.0,4311000.0,4378800.0,7306000.0,2017-2018,Championship
Birmingham,BIR,322850.0,16788200.0,20380864.0,1482000.0,5628600.0,3213600.0,6464000.0,2017-2018,Championship
Cardiff,CDF,304896.0,15854600.0,19247475.0,780000.0,3608800.0,3926000.0,7539800.0,2017-2018,Championship
QPR,QPR,224669.0,11682800.0,14182914.0,1014000.0,4570800.0,3230000.0,2868000.0,2017-2018,Championship
Bristol,BRI,213592.0,11106800.0,13483651.0,668000.0,2968000.0,3193000.0,4277800.0,2017-2018,Championship
Sheffield United,SHU,203950.0,10605400.0,12874952.0,959000.0,4295600.0,2516800.0,2834000.0,2017-2018,Championship
Ipswich Town,IPS,202892.0,10550400.0,12808183.0,871000.0,3036800.0,4079000.0,2563600.0,2017-2018,Championship
Bolton,BOL,195700.0,10176400.0,12354147.0,304000.0,4128800.0,1895600.0,3848000.0,2017-2018,Championship
Brentford,BTD,195500.0,10166000.0,12341523.0,676000.0,3406000.0,3094000.0,2990000.0,2017-2018,Championship
Millwall,MLW,125931.0,6548400.0,7949755.0,306800.0,2474800.0,2964000.0,802800.0,2017-2018,Championship
Burton,BUR,125685.0,6535600.0,7934216.0,176800.0,1096800.0,2090000.0,3172000.0,2017-2018,Championship
Barnsley,BRS,117712.0,6121000.0,7430893.0,276000.0,1950000.0,1727000.0,2168000.0,2017-2018,Championship
Preston,PRE,106500.0,5538000.0,6723132.0,598000.0,1664000.0,1820000.0,1456000.0,2017-2018,Championship
Aston Villa,AVA,790269.0,41094000.0,49035791.0,3573000.0,14846000.0,13863000.0,8812000.0,2018-2019,Championship
Stoke City,STK,656769.0,34152000.0,40752186.0,2808000.0,8789000.0,10589000.0,11966000.0,2018-2019,Championship
Sheffield Wednesday,SHW,488596.0,25407000.0,30317133.0,1872000.0,6044000.0,8117000.0,9374000.0,2018-2019,Championship
Middlesbrough,MID,458077.0,23820000.0,28423435.0,1846000.0,5767400.0,9640800.0,6565800.0,2018-2019,Championship
West Bromwich,WBA,439842.0,22871800.0,27291980.0,2704000.0,6526000.0,6120000.0,7521800.0,2018-2019,Championship
Nottingham Forest,NTG,426404.0,22173000.0,26458135.0,1697000.0,8036000.0,6163000.0,6277000.0,2018-2019,Championship
Swansea,SWA,415000.0,21580000.0,25750529.0,2158000.0,5304000.0,6058000.0,8060000.0,2018-2019,Championship
Derby County,DRB,400446.0,20823200.0,24847472.0,1191000.0,7047800.0,7035600.0,5548800.0,2018-2019,Championship
Norwich,NOR,370631.0,19272800.0,22997443.0,1736800.0,7583000.0,5845000.0,4108000.0,2018-2019,Championship
Reading,RDG,349188.0,18157800.0,21666960.0,2028000.0,6381000.0,4290800.0,5458000.0,2018-2019,Championship
Leeds,LEE,312154.0,16232000.0,19368982.0,2261800.0,3645800.0,4822800.0,5501600.0,2018-2019,Championship
Hull City,HUL,271192.0,14102000.0,16827341.0,1118000.0,4065000.0,3235000.0,5684000.0,2018-2019,Championship
Bristol,BRI,232938.0,12112800.0,14453707.0,749000.0,4570000.0,3419000.0,3374800.0,2018-2019,Championship
Birmingham,BIR,226304.0,11767800.0,14042035.0,1762800.0,3250000.0,2314000.0,4441000.0,2018-2019,Championship
QPR,QPR,220142.0,11447400.0,13659714.0,447000.0,3394000.0,4034400.0,3572000.0,2018-2019,Championship
Sheffield United,SHU,219019.0,11389000.0,13590030.0,817000.0,3266000.0,3588000.0,3718000.0,2018-2019,Championship
Ipswich Town,IPS,211935.0,11020600.0,13150431.0,835000.0,3931800.0,3688000.0,2565800.0,2018-2019,Championship
Brentford,BTD,209615.0,10900000.0,13006522.0,1066000.0,2901000.0,4047000.0,2886000.0,2018-2019,Championship
Wigan,WIG,203427.0,10578200.0,12622534.0,572000.0,2712800.0,2992800.0,4300600.0,2018-2019,Championship
Blackburn,BBR,202992.0,10555600.0,12595568.0,364000.0,2084800.0,5210000.0,2896800.0,2018-2019,Championship
Millwall,MLW,192008.0,9984400.0,11913976.0,1056000.0,3270800.0,3400800.0,2256800.0,2018-2019,Championship
Bolton,BOL,191008.0,9932400.0,11851928.0,1110000.0,3265800.0,2857800.0,2698800.0,2018-2019,Championship
Preston,PRE,163315.0,8492400.0,10133634.0,731000.0,2212800.0,2389800.0,3158800.0,2018-2019,Championship
Rotherham,ROT,98912.0,5143400.0,6137408.0,317000.0,1929800.0,2299000.0,597600.0,2018-2019,Championship
Stoke City,STK,685385.0,35640000.0,42111072.0,3120000.0,11490000.0,9670000.0,11360000.0,2019-2020,Championship
Fulham,FUL,589823.0,30670800.0,36239627.0,2310000.0,9602800.0,5698000.0,13060000.0,2019-2020,Championship
Cardiff,CDF,481538.0,25040000.0,29586454.0,3330000.0,7510000.0,5150000.0,9050000.0,2019-2020,Championship
West Bromwich,WBA,460000.0,23920000.0,28263100.0,2110000.0,7430000.0,3940000.0,10440000.0,2019-2020,Championship
Nottingham Forest,NTG,448154.0,23304000.0,27535253.0,2100000.0,9780000.0,4460000.0,6964000.0,2019-2020,Championship
Sheffield Wednesday,SHW,430846.0,22404000.0,26471843.0,2390000.0,4154000.0,6060000.0,9800000.0,2019-2020,Championship
Swansea,SWA,405769.0,21100000.0,24931076.0,2080000.0,4390000.0,3610000.0,11020000.0,2019-2020,Championship
Leeds,LEE,402438.0,20926800.0,24726431.0,2256800.0,4400000.0,4670000.0,9600000.0,2019-2020,Championship
Huddersfield,HDD,399808.0,20790000.0,24564791.0,2010000.0,8060000.0,3390000.0,7330000.0,2019-2020,Championship
Derby County,DRB,380592.0,19790800.0,23384171.0,780000.0,7380800.0,4010000.0,7620000.0,2019-2020,Championship
Bristol,BRI,342308.0,17800000.0,21031905.0,930000.0,6450000.0,3480000.0,6940000.0,2019-2020,Championship
Reading,RDG,338846.0,17620000.0,20819221.0,1460000.0,6390000.0,3940000.0,5830000.0,2019-2020,Championship
Middlesbrough,MID,318285.0,16550800.0,19555891.0,1450800.0,4230000.0,4520000.0,6350000.0,2019-2020,Championship
Brentford,BTD,297462.0,15468000.0,18276487.0,1380000.0,4750000.0,3328000.0,6010000.0,2019-2020,Championship
Birmingham,BIR,276662.0,14386400.0,16998507.0,1291600.0,3650800.0,4054000.0,5390000.0,2019-2020,Championship
QPR,QPR,232500.0,12090000.0,14285156.0,850000.0,3960000.0,2280000.0,5000000.0,2019-2020,Championship
Blackburn,BBR,219769.0,11428000.0,13502954.0,520000.0,3640000.0,3328000.0,3940000.0,2019-2020,Championship
Wigan,WIG,210977.0,10970800.0,12962744.0,580000.0,4220000.0,1650000.0,4520800.0,2019-2020,Championship
Hull City,HUL,200962.0,10450000.0,12347383.0,450000.0,3040000.0,2260000.0,4700000.0,2019-2020,Championship
Preston,PRE,186515.0,9698800.0,11459788.0,740000.0,2320800.0,2318000.0,4320000.0,2019-2020,Championship
Millwall,MLW,166923.0,8680000.0,10256005.0,740000.0,2230000.0,2440000.0,3270000.0,2019-2020,Championship
Charlton,CHA,165577.0,8610000.0,10173300.0,290000.0,1840000.0,3630000.0,2850000.0,2019-2020,Championship
Luton Town,LUT,135592.0,7050800.0,8331003.0,660000.0,2450000.0,1950000.0,1990800.0,2019-2020,Championship
Barnsley,BRS,124438.0,6470800.0,7645692.0,710000.0,2120800.0,1250000.0,2390000.0,2019-2020,Championship
Bournemouth,BOU,775692.0,40336000.0,46488948.0,4004000.0,11984000.0,11546000.0,12802000.0,2020-2021,Championship
Watford,WAT,730769.0,38000000.0,43796611.0,2610000.0,8690000.0,11360000.0,15340000.0,2020-2021,Championship
Stoke City,STK,606554.0,31540800.0,36352109.0,2470000.0,10540800.0,10060000.0,8470000.0,2020-2021,Championship
Norwich,NOR,535115.0,27826000.0,32070645.0,2816000.0,8150000.0,8790000.0,8070000.0,2020-2021,Championship
Nottingham Forest,NTG,485577.0,25250000.0,29101700.0,830000.0,8380000.0,4610000.0,11430000.0,2020-2021,Championship
Cardiff,CDF,409038.0,21270000.0,24514578.0,2080000.0,6370000.0,4000000.0,8820000.0,2020-2021,Championship
Middlesbrough,MID,381154.0,19820000.0,22843392.0,2010000.0,1980000.0,5030000.0,10800000.0,2020-2021,Championship
Sheffield Wednesday,SHW,372077.0,19348000.0,22299392.0,2250800.0,6104800.0,5521600.0,5470800.0,2020-2021,Championship
Derby County,DRB,351385.0,18272000.0,21059254.0,740000.0,5802000.0,2370000.0,9360000.0,2020-2021,Championship
Swansea,SWA,350477.0,18224800.0,21004856.0,831600.0,4901600.0,5310800.0,7180800.0,2020-2021,Championship
Bristol,BRI,341154.0,17740000.0,20446102.0,810000.0,6410000.0,4380000.0,6140000.0,2020-2021,Championship
Birmingham,BIR,299285.0,15562800.0,17936786.0,1752000.0,3820800.0,5040000.0,4950000.0,2020-2021,Championship
Brentford,BTD,297231.0,15456000.0,17813694.0,2000000.0,5726000.0,3540000.0,4190000.0,2020-2021,Championship
QPR,QPR,266131.0,13838800.0,15949807.0,790000.0,3212000.0,2996000.0,6840800.0,2020-2021,Championship
Huddersfield,HDD,265962.0,13830000.0,15939665.0,810000.0,4750000.0,2540000.0,5730000.0,2020-2021,Championship
Preston,PRE,257492.0,13389600.0,15432083.0,1000000.0,3770000.0,3018800.0,5600800.0,2020-2021,Championship
Reading,RDG,241023.0,12533200.0,14445048.0,1420800.0,3411600.0,1990800.0,5710000.0,2020-2021,Championship
Blackburn,BBR,229708.0,11944800.0,13766890.0,1010800.0,3976000.0,2988000.0,3970000.0,2020-2021,Championship
Millwall,MLW,222308.0,11560000.0,13323391.0,800000.0,2650000.0,3070000.0,5040000.0,2020-2021,Championship
Luton Town,LUT,130508.0,6786400.0,7821615.0,511600.0,1721600.0,1590800.0,2962400.0,2020-2021,Championship
Barnsley,BRS,115308.0,5996000.0,6910647.0,440000.0,2006000.0,1100000.0,2450000.0,2020-2021,Championship
Coventry,COV,98123.0,5102400.0,5880733.0,300000.0,1161600.0,1770000.0,1870800.0,2020-2021,Championship
Rotherham,ROT,91862.0,4776800.0,5505466.0,480000.0,1680800.0,1140000.0,1476000.0,2020-2021,Championship
Wycombe,WYC,73300.0,3811600.0,4393033.0,250800.0,1230800.0,1320000.0,1010000.0,2020-2021,Championship
Fulham,FUL,811900.0,42218800.0,45087131.0,3380000.0,15582800.0,8816000.0,14440000.0,2021-2022,Championship
Bournemouth,BOU,722346.0,37562000.0,40113952.0,1924000.0,15782000.0,9156000.0,10700000.0,2021-2022,Championship
Stoke City,STK,463846.0,24120000.0,25758705.0,1620000.0,7500000.0,7270000.0,7730000.0,2021-2022,Championship
